,start,stop,mid,M 1,M 2,M 3,M 4,M 5,M 6,M 7,M 8,M 9,M 10,M 11,M 12,M 13,
483,1205001,1215001,1210001,-0.22895545,-0.068570814,-0.003944737,1.579639902,-0.756090857,-0.320296713,0.269185008,-1.00297111,-1.119820132,0.020098656,-1.157029876,-1.391658052,NA,
484,1207501,1217501,1212501,0.253880167,0.084782146,0.029155178,1.278832914,-0.891572561,-0.525578121,0.162718363,-1.01607375,-1.046028443,0.083291004,-1.196988481,-1.332779296,NA,
485,1210001,1220001,1215001,0.219930532,0.27879296,0.346586273,1.313333306,-0.952456244,-0.522972757,-0.059564898,-0.975891279,-1.071152001,-0.214658284,-1.22793156,-1.29597609,NA,
486,1212501,1222501,1217501,0.165817596,0.301587502,0.508570793,1.294546307,-0.95744861,-0.244929308,0.152761925,-0.991970791,-1.148265728,-0.203444938,-1.407552165,-1.397680177,NA,
487,1215001,1225001,1220001,0.493463771,0.405543014,0.228850161,1.199399839,-0.632245859,-0.029409429,0.17103039,-1.14057118,-1.238010666,-0.028398609,-1.396966226,-1.44298567,NA,
488,1217501,1227501,1222501,0.236008831,0.234920671,0.200366653,1.475513207,-0.538869757,0.125252772,0.236674073,-1.501549947,-1.377619891,-0.240348447,-1.602469401,-1.490919031,NA,
489,1220001,1230001,1225001,0.134712498,0.018087492,0.328626959,1.315102543,-0.560270325,0.055851384,0.304643915,-1.523535531,-1.436996353,0.031796727,-1.611034606,-1.44778814,NA,
490,1222501,1232501,1227501,0.452761584,0.078458716,0.357752096,1.701319263,-0.464772305,-0.210815862,0.120591276,-1.425020689,-1.427396773,0.007636745,-1.674119577,-1.422779803,NA,
491,1225001,1235001,1230001,0.231336035,0.119455627,0.665918824,1.846896007,-0.500434823,-0.342338742,0.026196908,-1.394152645,-1.300860888,-0.095082974,-1.523086863,-1.383118514,NA,
492,1227501,1237501,1232501,0.32169902,0.400563441,0.592211055,1.865846829,-0.390402694,-0.191904968,0.097534269,-1.266817748,-1.308878083,0.128451108,-1.424716312,-1.254049641,NA,
493,1230001,1240001,1235001,0.191081207,0.450440878,0.417505073,1.873057547,-0.338505557,-0.178721509,-0.091027535,-1.385583733,-1.159297812,0.075998761,-1.45714321,-1.329941063,NA,
494,1232501,1242501,1237501,-0.142706153,0.489875948,0.302707574,1.709767427,-0.25617826,-0.134322579,-0.129007604,-1.498680526,-1.161699491,0.037698946,-0.927635117,-1.254854911,NA,
495,1235001,1245001,1240001,-0.029936111,0.427678537,-0.06528019,1.81144385,-0.286731033,-0.102894225,0.01106159,-1.43730149,-1.183874339,0.115678276,-0.691899056,-1.30997555,NA,
496,1237501,1247501,1242501,-0.04246249,0.25771389,-0.064213597,1.793037399,-0.382987596,-0.213776392,0.023556735,-1.44254454,-1.199842027,0.101465582,-0.762686734,-1.286198413,NA,
497,1240001,1250001,1245001,0.040729108,0.022167535,0.210878336,1.73282143,-0.428693871,-0.111574131,0.174454761,-1.480044837,-1.376228153,-0.001898262,-0.431998488,-1.264911034,NA,
498,1242501,1252501,1247501,-0.108610956,-0.382986294,0.396470756,1.575306752,-0.356620102,-0.044809758,0.177153484,-1.508730408,-1.379698211,0.022181261,-0.373250279,-1.330064191,NA,
499,1245001,1255001,1250001,-0.173901244,-0.596352822,0.891181523,1.547091198,-0.301869106,0.099019981,0.205641496,-1.512467312,-1.347506337,0.046293588,-0.422652768,-1.24016531,NA,
500,1247501,1257501,1252501,-0.43306086,-0.517541322,0.931776962,1.451137255,-0.151334515,0.264174783,0.324075679,-1.485573565,-1.25306586,0.043241174,-0.499210281,-1.332430564,NA,
501,1250001,1260001,1255001,-0.359233327,-0.434252635,0.964366775,1.376077564,-0.20170323,0.203884659,0.364005747,-1.377750911,-1.276594127,0.20695997,-0.677573947,-1.277429549,NA,
502,1252501,1262501,1257501,-0.227812407,-0.347709715,0.640279491,1.6308133,-0.260902097,0.357468532,0.411697086,-1.346541924,-1.133807663,0.36156475,-1.221491823,-1.252532004,NA,
503,1255001,1265001,1260001,0.040729108,-0.138987349,0.407706823,1.550110595,-0.218423218,0.309087879,0.254313849,-1.309006763,-1.162413379,0.265729088,-1.358859305,-1.301529087,NA,
504,1257501,1267501,1262501,0.242050682,-0.153934894,0.245484035,1.671094653,-0.25963724,0.306482041,0.02876593,-1.401216704,-1.221434113,0.178990253,-1.414963911,-1.347635424,NA,
505,1260001,1270001,1265001,-0.071488671,-0.331772829,0.081135334,2.011202382,-0.190261287,0.347362227,0.068526502,-1.482623022,-1.166131544,0.247172283,-1.539284304,-1.350557874,NA,
506,1262501,1272501,1267501,-0.257951019,-0.273756512,-0.029650786,1.934665528,-0.102854367,0.2662606,0.263976785,-1.509428501,-1.177007913,0.12502172,-1.024300402,-1.39465811,NA,
507,1265001,1275001,1270001,-0.583652026,-0.163910142,-0.277454979,2.009330617,-0.15812637,0.284233756,0.259080393,-1.672735428,-1.211667407,0.261031221,-0.985987695,-1.404707089,NA,
508,1267501,1277501,1272501,-0.623929179,0.049134076,-0.315946167,1.830736617,-0.134005358,0.168379047,0.233820794,-1.671657511,-1.270620718,0.302562493,-1.05889254,-1.282921518,NA,
509,1270001,1280001,1275001,0.083378759,-0.000709813,-0.183069344,1.739431514,-0.178753272,0.055238295,0.030976049,-1.646769947,-1.310375195,0.18433384,-0.845233182,-1.241650159,NA,
510,1272501,1282501,1277501,-0.070038243,-0.04848509,0.376564987,1.631624204,-0.378678086,-0.059791256,-0.262823392,-1.611581911,-1.451628661,0.440379272,-1.145839087,-1.200004477,NA,
511,1275001,1285001,1280001,-0.157767176,-0.002288254,0.325448531,1.588431113,-0.40137935,-0.024855342,-0.215289074,-1.571030088,-1.383378799,0.530132258,-1.06958504,-1.195980729,NA,
512,1277501,1287501,1282501,-0.33131107,-0.109044552,0.479564412,1.91548708,-0.450684393,0.032998439,-0.117735582,-1.453980344,-1.149634583,0.678574486,-0.45865011,-0.94687927,NA,
513,1280001,1290001,1285001,-0.640176923,-0.094046027,0.364988077,1.866687317,-0.368550498,0.08177747,0.114230897,-1.203705039,-1.213139129,0.588755363,-0.213967605,-0.976467467,NA,
514,1282501,1292501,1287501,-0.605279437,0.006068942,-0.018395529,1.886407779,-0.194887353,0.010792173,0.163488546,-1.274622112,-1.2757717,0.147838502,-0.36751588,-1.087815125,NA,
515,1285001,1295001,1290001,-0.83378759,-0.126346094,-0.270263403,1.913765604,-0.389554166,-0.194687141,0.225927684,-1.196735338,-1.257577504,-0.149685063,0.007573767,-1.175501132,NA,
516,1287501,1297501,1292501,-0.326845134,-0.28330001,0.162341111,1.72397225,-0.43514855,-0.261761957,0.170106932,-1.291266461,-1.358647855,-0.213524616,-0.13603994,-1.344607078,NA,
517,1290001,1300001,1295001,-0.407291083,-0.065066193,0.144325517,1.612496908,-0.302728169,0.009626065,0.117634197,-1.455123604,-1.161495678,0.00157346,-0.205315892,-1.384210022,NA,
518,1292501,1302501,1297501,-0.037264552,-0.044035073,0.27864402,1.589711216,-0.360940216,0.205062326,0.088724146,-1.452433008,-1.109574295,0.249825408,-0.301516297,-1.327005269,NA,
519,1295001,1305001,1300001,0.059573893,0.129557335,0.416658842,1.606312323,-0.296744621,0.397876664,0.16471912,-1.539564536,-1.132707285,0.331515515,-0.863975529,-1.282776611,NA,
520,1297501,1307501,1302501,-0.071488671,0.297284498,0.158134253,1.599221258,-0.376166893,0.343426385,0.223366522,-1.543543621,-1.145907395,0.38399403,-1.05860618,-1.381434195,NA,
521,1300001,1310001,1305001,0.250166834,0.081124617,0.002007007,1.731310549,-0.632870539,-0.069005751,0.286375633,-1.547914221,-1.048774366,0.296831169,-1.402862978,-1.374077728,NA,
522,1302501,1312501,1307501,0.123816541,0.005155036,0.11806404,1.692345297,-0.805829345,-0.21269417,0.279265548,-1.506774235,-0.950870046,0.271878523,-1.397646197,-1.385967541,NA,
523,1305001,1315001,1310001,0.066711156,-0.143515426,0.411096702,1.577595252,-0.707320529,-0.420820048,0.21455848,-1.456022425,-0.886891359,0.216015157,-1.091955053,-1.389743199,NA,
524,1307501,1317501,1312501,0.189320611,-0.277740134,0.274237865,1.560587228,-0.621982547,-0.347122955,0.262436951,-1.546995946,-0.931110197,0.051436944,-1.257536452,-1.336563216,NA,
525,1310001,1320001,1315001,0.242050682,-0.880698369,0.618086615,1.528923316,-0.546037923,-0.174050301,0.266756814,-1.60748576,-1.118413749,0.105715205,-1.342296074,-1.377498406,NA,
526,1312501,1322501,1317501,0.066711156,-0.771881902,0.153867389,1.741686171,-0.360479056,-0.032339733,0.59986094,-1.633149599,-1.305023653,0.132350996,-1.579926704,-1.308522924,NA,
527,1315001,1325001,1320001,-0.018828733,-0.859928407,-0.064816612,1.903133643,-0.314809072,0.116972736,0.836247768,-1.632384743,-1.445873987,0.149346585,-1.738028161,-1.199673339,NA,
528,1317501,1327501,1322501,0.26164772,-0.635893109,0.042849943,2.268498617,-0.358588244,-0.013394713,0.736685576,-1.43756297,-1.587102192,0.364173733,-1.538251933,-1.222738652,NA,
529,1320001,1330001,1325001,0.184317177,0.159097939,-0.286578219,2.247229718,-0.292937918,0.140137719,0.634674791,-1.237043045,-1.593327749,0.37952114,-1.261585242,-1.113000236,NA,
530,1322501,1332501,1327501,0.309026973,-0.678845777,0.04994649,1.970689333,-0.38459219,0.165562162,0.351752767,-1.119320852,-1.624787836,0.013960687,-0.312968834,-1.161782911,NA,
531,1325001,1335001,1330001,-0.018828733,-1.837958294,-0.064213597,1.870012397,-0.590140608,-0.089974857,0.195983706,-1.055554651,-1.625572722,-1.014048563,-0.740522743,-1.315441654,NA,
532,1327501,1337501,1332501,0.108085614,-2.310197474,0.088237958,1.054541304,-0.581112351,-0.112326192,0.017178394,-1.012693889,-1.606249171,-2.051270395,NA,-1.30461335,NA,
533,1330001,1340001,1335001,-0.116744522,-1.96396502,-0.063396968,1.157502268,-0.664403767,-0.274295567,-0.055680662,-1.454013846,-1.287612975,-1.352916481,-0.170310861,-1.32597296,NA,
534,1332501,1342501,1337501,-0.310537936,-1.749633009,-0.386694612,1.059364525,-0.662769919,-0.52203267,0.259013222,-1.596867705,-1.030213552,-0.581710335,-0.539787929,-1.334561627,NA,
535,1335001,1345001,1340001,-0.225944796,-1.055707208,-0.295720515,1.214899955,-0.436380432,-0.280592867,-0.01419666,-1.638695989,-1.07741021,-0.141950726,-0.816990119,-1.295722763,NA,
536,1337501,1347501,1342501,-0.605279437,-0.981201719,-0.34654406,1.569171435,-0.399964056,-0.136136959,-0.307406601,-1.671023196,-1.075599827,-0.500716189,-0.816990119,-1.277429549,NA,
537,1340001,1350001,1345001,-0.27913557,-1.210507875,-0.265114564,1.650848694,-0.409106305,-0.103328343,-0.576279258,-1.72105479,-1.123502748,-0.699833338,-1.22855869,-1.225746786,NA,
538,1342501,1352501,1347501,0.673839617,-1.23032154,-0.063396968,1.799307241,-0.425409351,-0.051940296,-1.224381304,-1.741983552,-1.134134164,-1.263243021,-1.709878508,-1.304332196,NA,
539,1345001,1355001,1350001,1.064426239,-1.069183417,-0.315103853,1.733222426,-0.369619013,-0.116944078,-0.913968671,-1.686139154,-1.156735923,-1.158841251,-1.073468759,-1.395368432,NA,
540,1347501,1357501,1352501,0.617078189,-0.763363752,-0.100331575,1.660839198,-0.313141216,-0.183291012,-0.54401432,-1.638481605,-1.187043834,-0.586764851,-0.962552639,-1.397680177,NA,
541,1350001,1360001,1355001,0.957955538,-0.639181286,0.076705884,1.674780404,-0.115832809,-0.116559808,-0.072663834,-1.572272195,-1.211191868,-0.273721121,-1.051610566,-1.468574528,NA,
542,1352501,1362501,1357501,0.891712297,-0.796243306,0.057953001,1.697827714,0.042544362,0.057490827,0.222355368,-1.483231328,-1.306493996,0.099615393,-0.9329465,-1.365129934,NA,
543,1355001,1365001,1360001,0.891712297,-0.536126063,0.047362337,2.077152886,0.069385318,0.279669149,0.279278264,-1.516416596,-1.374855394,0.178146234,-1.238888574,-1.327670878,NA,
544,1357501,1367501,1362501,1.167445223,-0.493901979,0.059059834,2.093234098,0.00440723,0.450872993,0.344844596,-1.49064476,-1.416032787,0.208941531,-1.37080491,-1.332931196,NA,
545,1360001,1370001,1365001,0.821450664,-0.546360687,-0.243513093,2.020501138,-0.081033571,0.38284055,0.317383142,-1.573266676,-1.414284415,0.273564066,-1.426859909,-1.363043587,NA,
546,1362501,1372501,1367501,0.650102495,-0.127513931,-0.496052497,2.049927544,-0.158802061,0.267640455,0.227598384,-1.664123464,-1.554430998,0.403453305,-1.672151987,-1.469826144,NA,
547,1365001,1375001,1370001,NA,-0.063229989,-0.050017378,1.661454514,-0.273145224,0.022910851,0.276326803,-1.650913255,-1.567002196,0.304890384,-1.358252768,-1.518333067,NA,
548,1367501,1377501,1372501,-0.612372436,-0.569381656,-1.36732419,2.385864077,-0.63455678,-0.178635156,0.065139565,-1.598827366,-1.411362589,0.492857462,-1.544690718,-1.521416792,NA,
549,1370001,1380001,1375001,-0.780122994,-0.589755866,-0.540288112,2.333434911,-0.254416933,0.070803419,-0.026328039,-1.490838476,-1.372432652,0.286612234,-1.310051467,-1.213322839,NA,
550,1372501,1382501,1377501,-0.605279437,-0.330198144,-0.430881143,2.205869701,-0.594757126,-0.044701044,-0.17181648,-1.385089361,-1.104406313,0.198779256,-0.199395828,-1.253625244,NA,
551,1375001,1385001,1380001,-0.227812407,-0.079480601,-0.430881143,2.019228571,-0.55406495,-0.134013935,-0.300728483,-1.322355321,-1.160818402,-0.015343243,0.170287119,-1.263790774,NA,
552,1377501,1387501,1382501,-0.173901244,-0.168171166,0.139486974,1.724490911,-0.361908162,-0.029720625,-0.299498098,-1.282610863,-1.153206005,-0.123964999,0.182046434,-1.270750621,NA,
553,1380001,1390001,1385001,0.099372139,-0.127280811,0.092737442,1.718046861,-0.55076707,-0.140056905,-0.388330634,-1.23332773,-1.158593514,-0.036665754,0.35196508,-1.327670878,NA,
554,1382501,1392501,1387501,0.059573893,-0.166778737,0.364988077,1.517700296,-0.361994141,0.112354738,-0.278700091,-1.244354506,-1.25719058,-0.039295681,-0.456582452,-1.256069449,NA,
555,1385001,1395001,1390001,-0.071488671,-0.52928754,0.524279814,1.649757333,-0.326602157,0.030425079,-0.068518313,-1.369492202,-1.206562052,0.083569004,-1.274015641,-1.185067536,NA,
556,1387501,1397501,1392501,-0.173901244,-0.108740237,0.297893136,1.553447769,-0.433612028,-0.12479826,0.170922539,-1.427613734,-1.330436475,-0.023835192,-1.299972264,-1.061831495,NA,
557,1390001,1400001,1395001,-0.495720075,0.010294138,0.910627429,1.619568143,-0.449307538,-0.117802549,0.293657837,-1.538238458,-1.411927616,0.102701288,-1.472931866,-1.13220701,NA,
558,1392501,1402501,1397501,-0.359233327,-0.18694861,0.932618599,1.718166128,-0.351479475,-0.227042078,0.462966776,-1.656912255,-1.367726683,0.276821364,-0.631103868,-1.288964797,NA,
559,1395001,1405001,1400001,-0.623929179,-0.164127385,0.869055967,1.648729178,-0.436083972,0.02369516,0.562186854,-1.680003677,-1.617772424,0.470775014,-0.429171356,-1.3320352,NA,
560,1397501,1407501,1402501,-0.225944796,-0.410683613,0.708923348,1.498824467,-0.574339773,0.095934257,0.415596104,-1.589057964,-1.441107492,0.583246694,-0.230589681,-1.322813145,NA,
561,1400001,1410001,1405001,0.27913557,-0.361100356,0.411769884,1.322847771,-0.764087811,0.040963977,0.372567035,-1.497174302,-1.484786927,0.227417874,0.154837834,-1.27863526,NA,
562,1402501,1412501,1407501,-0.227812407,-0.120328266,0.307176892,1.335437612,-0.733180465,0.204198347,0.347597782,-1.429435102,-1.540671665,0.24893436,-1.011040206,-1.211849444,NA,
563,1405001,1415001,1410001,-0.333613799,-0.345034497,0.022349588,1.36372996,-0.593036731,0.214730223,0.372320926,-1.406085834,-1.446818734,0.290687976,-1.22220937,-1.248411736,NA,
564,1407501,1417501,1412501,-0.374544057,-0.425999904,0.059059834,1.735838564,-0.427818651,0.29863925,0.495298384,-1.408880163,-1.640235116,0.269560955,-1.545081724,-1.338150892,NA,
565,1410001,1420001,1415001,-0.392778036,-0.366123197,-0.045516199,1.899018632,-0.119703548,0.335089719,0.43318029,-1.271316118,-1.567804439,0.492138267,-1.164204799,-1.291330604,NA,
566,1412501,1422501,1417501,-0.108610956,-0.368092438,-0.084460651,1.935202152,-0.12842917,0.293369269,0.290730781,-1.179016342,-1.51138774,0.336062357,-0.72389811,-1.295114717,NA,
567,1415001,1425001,1420001,0.299361106,0.011820699,-0.265898278,1.993073819,-0.196464219,0.126189392,0.2481488,-1.069792468,-1.302984004,0.153900444,-0.395502502,-1.069139476,NA,
568,1417501,1427501,1422501,0.318385392,0.274624241,-0.163295905,1.904293367,-0.202486913,0.019975276,0.22190771,-1.13011347,-1.052339626,0.237875308,-0.397006239,-1.000781094,NA,
569,1420001,1430001,1425001,0.555292741,0.164958623,-0.388297017,1.774894785,-0.282943776,-0.095997645,0.202546972,-1.247704801,-0.764108503,0.065882427,-0.515710058,-0.982500159,NA,
570,1422501,1432501,1427501,0.400672038,0.226871544,-0.291867969,1.778235631,-0.367978958,-0.171114121,0.333980782,-1.31143196,-0.66257413,0.229448894,-0.735173234,-0.853602581,NA,
571,1425001,1435001,1430001,0.191733708,0.219653722,-0.066866858,1.766426782,-0.312411927,0.006173505,0.384919699,-1.37099726,-0.654761088,0.371246488,-1.110223639,-0.760795775,NA,
572,1427501,1437501,1432501,0.191733708,0.031029056,-0.050192522,1.797276843,-0.1904735,0.090165189,0.660774889,-1.35709184,-0.749199709,0.412926906,-1.100531538,-0.65120768,NA,
573,1430001,1440001,1435001,-0.04246249,0.072342449,0.481314767,2.163067944,-0.232271456,0.185441761,0.7715191,-1.404506037,-0.964018222,0.465737428,-1.074082233,-0.700605976,NA,
574,1432501,1442501,1437501,-0.108610956,0.204869016,0.694865067,2.212779919,-0.126191215,0.025505563,0.555995939,-1.421767729,-1.062569214,0.072352598,-0.690010391,-0.897954293,NA,
575,1435001,1445001,1440001,-0.222343357,0.029727311,0.584656789,2.081664267,-0.198266115,-0.075004917,0.308370165,-1.491933379,-1.216198409,-0.16401783,-0.725533003,-1.135534053,NA,
576,1437501,1447501,1442501,-0.389207848,0.002756743,0.245484035,2.129363656,-0.211765648,-0.055596854,0.146054026,-1.388378236,-1.378434111,-0.181356903,-1.092972476,-1.176116292,NA,
577,1440001,1450001,1445001,-0.402534954,0.07860066,0.037626725,1.900373437,-0.197464391,-0.138748751,-0.027386781,-1.200772654,-1.382586112,-0.174300045,-0.971523179,-1.246320345,NA,
578,1442501,1452501,1447501,-0.640176923,-0.14400927,-0.066193537,1.898136771,-0.251981247,-0.014839945,0.057958793,-1.083194476,-1.416987214,0.089749546,-1.27147386,-1.254729228,NA,
579,1445001,1455001,1450001,-0.407291083,-0.094605368,0.332591274,2.030824997,-0.289134146,-0.111177816,0.109147672,-0.972455952,-1.496893114,0.26939428,-1.242122706,-1.290075258,NA,
580,1447501,1457501,1452501,-0.333613799,-0.450681576,0.817290802,1.901565198,-0.58572856,-0.384800189,-0.233313425,-0.855450822,-1.526045871,0.476321118,-0.876603405,-1.364747011,NA,
581,1450001,1460001,1455001,-0.194584719,-0.472402653,0.758757536,1.537074957,-0.988079685,-0.535923533,-0.287090774,-0.630560712,-1.682716748,0.546830611,-0.979764242,-0.94361344,NA,
582,1452501,1462501,1457501,0.512954243,-0.586727384,0.936673148,1.021084257,-1.684983861,-1.04611294,-0.843096085,-0.849148357,-1.815430489,0.597508329,-0.842265042,0.042849943,NA,
583,1455001,1465001,1460001,0.860146826,-0.586727384,0.537279873,0.462648658,-2.0625012,-1.341471665,-1.53609379,-0.829764691,-1.743477406,0.540314967,-0.393128778,0.042849943,NA,
584,1457501,1467501,1462501,1.167988669,-0.062651736,0.537279873,-0.286218797,-2.265936877,-1.176779706,-1.514676924,-0.957456314,-1.782248064,-0.142867827,-0.393128778,0.042849943,NA,
585,1460001,1470001,1465001,1.540564823,NA,0.026117772,-0.160478246,-1.664885469,-0.689734856,0.065859226,-1.128814045,-1.999765084,0.723746564,-0.832401672,NA,NA,
586,1462501,1472501,1467501,0.59158014,NA,-1.233111763,0.518182657,-1.311781146,-0.645133323,0.689231799,-0.545452072,-2.036491314,0.985992975,-1.850587184,NA,NA,
587,1465001,1475001,1470001,0.184317177,-0.212435074,-0.012500377,1.020055595,-0.868362209,-0.487357827,0.536964733,-0.761900525,-1.979936604,0.731601014,-1.732604902,-0.784404078,NA,
588,1467501,1477501,1472501,0.108085614,-0.57125508,0.571987095,1.510486842,-0.625021309,-0.240519788,0.699219405,-0.979771157,-1.808148553,0.621080152,-1.20733829,-1.108979663,NA,
589,1470001,1480001,1475001,0.186768648,-0.488661348,0.785913043,1.757658956,-0.332376618,-0.156969198,0.5770479,-1.205532073,-1.696189362,0.439343087,-1.318359127,-1.24909545,NA,
590,1472501,1482501,1477501,0.123816541,-0.201749031,0.758146825,1.735675009,-0.078027879,0.034805565,0.411866737,-1.502255646,-1.468224392,0.296541685,-0.916508012,-1.333080078,NA,
591,1475001,1485001,1480001,0.27913557,-0.043878084,0.723776833,1.826329523,-0.085538143,0.153046622,0.472210763,-1.580516655,-1.400918674,0.335711864,-0.604272673,-1.388248828,NA,
592,1477501,1487501,1482501,0.108085614,0.341031889,0.017838114,1.92059112,-0.043389288,-0.013704453,0.046692475,-1.494072992,-1.343216175,0.302979595,-0.94489466,-1.400647396,NA,
593,1480001,1490001,1485001,0.362864505,0.443974225,0.183487654,1.990985695,-0.176645564,0.082771994,0.148808061,-1.346567572,-1.186127673,0.167775619,-0.842842439,-1.410960151,NA,
594,1482501,1492501,1487501,0.395403394,0.468005092,0.197327031,1.365537286,-0.2813089,0.134565691,0.113636455,-1.263006816,-1.20344548,0.005876197,-1.12507932,-1.372566009,NA,
595,1485001,1495001,1490001,0.345873964,0.514906989,0.012955375,0.41435747,-0.51074486,0.055135261,-0.401480343,-1.192374854,-1.058885184,-0.251525048,-1.445747679,-1.123997559,NA,
596,1487501,1497501,1492501,0.89517805,0.290687223,0.722995907,-0.31792962,-0.947872969,0.280149637,-0.722174934,-1.070042656,-1.075226484,-0.55107005,-1.085589251,-1.298587494,NA,
597,1490001,1500001,1495001,-0.612372436,0.43757149,1.031937488,-0.947341989,-1.574028072,-0.028423132,-1.297112062,-0.98982724,-1.353534721,-0.761481563,-0.680960304,-1.288374604,NA,
598,1492501,1502501,1497501,NA,NA,NA,-1.149223787,-1.816834101,-0.411309534,-1.54105521,-1.23715998,NA,-0.82575662,NA,-1.345589251,NA,
599,1495001,1505001,1500001,NA,1.065894718,NA,-1.13934152,-1.74166437,-0.053076832,-1.346627486,-1.575970201,NA,-0.760350854,NA,-1.4309088,NA,
600,1497501,1507501,1502501,NA,1.441933298,NA,-1.120481989,-1.97491665,-0.150521303,-1.32789301,-1.575970201,NA,-0.290635777,NA,-1.440951299,NA,
601,1500001,1510001,1505001,NA,1.441933298,-1.131972245,-0.914970249,-1.968259848,-0.080648996,-1.020072873,-1.575970201,NA,-0.195578087,NA,-1.480051375,NA,
602,1502501,1512501,1507501,NA,1.441933298,-1.131972245,-0.921818942,-1.977896872,0.06310803,-0.903542632,-1.524123901,NA,-0.153891884,NA,-1.440027186,NA,
603,1505001,1515001,1510001,1.632993162,0.952742793,-1.233111763,-0.705645853,-2.056272503,-0.71819575,-0.898496418,-0.680622913,-1.063680688,-0.125195922,-1.934061478,-1.49940516,NA,
604,1507501,1517501,1512501,-0.2124917,-0.024189533,-0.350840548,0.028518986,-1.226998257,-0.340258301,-0.515200629,-1.281890999,-1.14926335,-0.423245801,-1.895255448,-1.414218722,NA,
605,1510001,1520001,1515001,NA,0.364379687,-0.063396968,0.680747281,-0.827143305,-0.004274127,-0.278637875,-1.469918569,-1.060839899,-0.406490587,-1.830358776,-1.421777713,NA,
606,1512501,1522501,1517501,-0.018828733,0.370550185,-0.064213597,1.419863022,-0.473512787,0.136654913,0.128808921,-1.489713638,-1.14044477,-0.508244526,-1.773129121,-1.286356854,NA,
607,1515001,1525001,1520001,-0.181140729,0.777853252,-0.241794389,2.156018089,-0.104513029,0.363289863,0.445445542,-1.55281167,-1.049455152,-0.853511987,-1.736204171,-1.280386635,NA,
608,1517501,1527501,1522501,0.083378759,0.786122187,-0.587889144,2.269105948,-0.072073076,0.390613845,0.312895716,-1.540874974,-1.120850596,-1.527156149,-1.563779443,-1.204292353,NA,
609,1520001,1530001,1525001,-0.065010249,-0.452935693,-0.482034497,2.194673781,-0.085546018,0.419043056,0.057409246,-1.419016351,-1.219368446,-1.601670066,-0.867083096,-0.838299239,NA,
610,1522501,1532501,1527501,NA,-0.583591908,-0.534198353,2.019918907,-0.169181049,0.220259978,-0.268074862,-1.284585626,-1.197171714,-0.995090784,-0.360624288,-1.097161233,NA,
611,1525001,1535001,1530001,NA,-0.492895487,-0.440455185,1.935240741,-0.36286375,-0.019052606,-0.642101427,-1.245469437,-1.116876146,-0.655567416,-0.360624288,-1.334845771,NA,
612,1527501,1537501,1532501,NA,-0.445126294,0.338388809,2.01114193,-0.857760746,-0.378722112,-0.454338635,-1.184906784,-0.939632972,-0.586574796,-0.84043624,-1.334845771,NA,
613,1530001,1540001,1535001,0.167655795,-0.473884098,0.366892506,1.973587214,-0.74362903,-0.486223477,-0.340148223,-1.44375401,-0.83772605,-0.952086146,-1.461889803,-1.401786933,NA,
614,1532501,1542501,1537501,0.371860474,-0.314547405,0.591929636,1.982934502,-0.717118955,-0.244106895,0.051642892,-1.7266002,-0.690004799,-1.349979281,-1.644802324,-1.520443964,NA,
615,1535001,1545001,1540001,0.184317177,-0.032190164,0.83517081,2.013473837,-0.686256849,-0.141928131,0.143141136,-1.688825555,-1.041100058,-1.34657271,-1.511825288,-1.429297675,NA,
616,1537501,1547501,1542501,-0.181140729,0.071371595,0.052395942,1.816313423,-0.449283895,0.067700338,0.101453809,-1.70619859,-1.224251969,-0.748996454,-1.369049243,-1.491551013,NA,
617,1540001,1550001,1545001,-0.108610956,0.56138188,0.073379516,1.760655092,-0.500398278,-0.078216038,0.410435686,-1.653507902,-1.185406405,-0.107979808,-1.082935474,-1.378675561,NA,
618,1542501,1552501,1547501,-0.194584719,0.743256938,-0.171922334,1.886133494,-0.469468992,-0.31062488,0.423241772,-1.6136516,-1.390939148,0.34106988,-0.712502785,-1.331373241,NA,
619,1545001,1555001,1550001,-0.070752309,0.240251464,-0.148786089,1.897302628,-0.565471529,-0.173496587,0.512724044,-1.571341246,-1.373360682,0.558651131,-1.163911373,-1.32824346,NA,
620,1547501,1557501,1552501,-0.194584719,0.248631014,0.850959133,2.104740462,-0.640803566,-0.197245019,0.598302802,-1.537062028,-1.331979138,0.569279044,-1.033601486,-1.225479281,NA,
621,1550001,1560001,1555001,-0.129702736,0.112776045,0.591727407,2.337680556,-0.49778454,0.236939155,0.682904729,-1.589546134,-1.421765679,0.468540521,-1.407840734,-1.276371658,NA,
622,1552501,1562501,1557501,-0.447174628,0.188436227,0.194146593,2.135345004,-0.35272324,0.327224061,0.766386816,-1.582483542,-1.412402312,0.388856677,-1.425508169,-1.310429392,NA,
623,1555001,1565001,1560001,-0.570824613,0.125546281,0.249921979,2.116791847,-0.532999264,-0.134998634,0.783620937,-1.65441313,-1.171208547,-0.012283029,-1.329835553,-1.303043016,NA,
624,1557501,1567501,1562501,-0.402534954,0.017801884,-0.611947575,1.577022208,-0.748149276,-0.343183229,0.924941737,-1.687607692,-0.978110541,-0.691789288,-1.749262224,-1.289731355,NA,
625,1560001,1570001,1565001,-0.83378759,0.067611917,-0.630950399,0.790841276,-1.107780585,-0.843660353,1.052790923,-1.67483873,-0.865301468,-1.096873095,-1.440063471,-1.351438127,NA,
